Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,0,4,5,6,-1.55078,-0.80615,-1.68062,0.28783,0.7583,-0.21712,-2.07848,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
2,1,5,5,1,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,5,6,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,6,5,6,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,6,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1
4,1,6,5,6,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,2,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1
3,0,7,5,6,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,4,6,6,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,5,5,6,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,6,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
1,1,8,5,6,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,6,5,6,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2,0,5,6,6,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,1,1,0,2,6,1,0,0,0,0,0,0,3,0,0,1
2,0,1,5,6,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,6,2,2,2,2,2,2,1,2,1,0,0,2,2,1,1
3,0,1,0,6,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1
2,1,8,5,6,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,6,5,6,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,0,7,6,6,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,5,3,1,2,6,1,2,0,1,0,0,1,0,1,0,0
4,1,6,5,6,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,0.52975,0.40148,5,1,2,0,2,2,0,2,0,1,0,1,0,1,0,0
1,0,6,5,6,-0.92104,1.45421,0.29338,0.94156,0.58489,0.19268,-0.52593,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,0,4,5,6,1.13281,-0.57545,0.7233,0.76096,-0.40581,0.19268,-0.21575,4,3,0,1,6,4,0,4,0,0,0,1,0,1,0,1
1,0,7,5,6,-0.05188,0.47617,0.44585,0.28783,0.41594,-0.71126,-0.21575,4,0,2,2,6,2,0,3,0,2,3,0,0,0,0,1
0,1,8,5,6,-2.75696,1.74091,0.58331,1.11406,0.25953,-0.71126,0.40148,6,0,2,2,3,2,2,3,0,3,4,3,6,0,0,1
4,1,7,6,6,-1.69163,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,4,0,0,0,6,1,0,0,0,0,2,1,0,3,0,0
0,0,6,5,6,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,4,6,6,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,4,0,0,0,5,2,0,5,0,0,3,4,2,4,0,1
1,0,7,6,6,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,3,2,0,6,3,2,2,3,3,0,0,2,3,2,0,1
3,1,6,6,6,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,5,6,1,2,3,1,1,0,1,0,5,1,0,1,0,0
1,0,6,1,6,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,6,2,2,3,3,3,0,3,0,0,2,2,0,3,0,0
3,1,5,6,6,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,5,6,2,3,2,1,0,0,0,2,0,2,3,2,0,0
2,0,7,6,6,-1.05308,1.93886,0.88309,-0.45321,1.81175,-0.71126,0.07987,6,0,0,3,6,0,0,2,0,0,2,1,0,2,1,1
0,1,4,6,6,0.82562,0.96248,-0.17779,-0.30172,-0.27607,1.29221,0.7654,5,0,0,0,5,0,0,3,0,0,4,3,0,3,0,1
0,0,4,6,5,-0.46725,0.80523,2.15324,0.76096,-0.27607,-1.37983,-0.84637,4,6,0,0,4,3,0,4,0,0,3,0,0,0,0,0
4,1,6,6,6,1.72012,-2.11437,-1.11902,-1.21213,-0.27607,0.88113,-0.84637,2,6,0,3,2,1,1,0,0,0,0,1,3,0,1,0
0,0,5,5,5,0.04257,0.00332,-0.17779,0.28783,1.81175,0.88113,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,1,4,6,6,-0.92104,1.74091,0.58331,-1.34289,1.13407,0.52975,1.2247,4,3,0,2,5,3,0,0,0,0,3,0,0,3,0,1
0,0,4,6,6,1.23461,1.11406,-0.58331,-2.21844,-0.65253,1.86203,0.40148,6,0,0,4,5,3,0,2,0,2,0,0,0,3,0,1
1,0,7,5,6,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,8,5,6,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
