Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,1,8,5,0,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,5,6,-0.67825,0.96248,-1.68062,0.76096,0.7583,-0.21712,-0.52593,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,5,4,6,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,5,6,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,7,5,6,-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5,5,6,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,5,6,0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,5,5,6,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,5,5,2,4,3,3,2,3,2,2,0,1,2,1,2,1
2,0,6,0,6,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,6,2,1,6,3,2,0,2,1,1,0,1,2,1,0,1
2,1,8,5,6,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,5,1,1,2,5,3,0,4,0,0,0,0,0,2,0,1
2,0,6,6,6,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,6,0,0,0,2,0,0,0,0,0,6,0,3,0,0,0
3,0,4,6,6,-0.05188,-0.69509,0.7233,2.03972,-0.40581,-0.21712,-0.21575,5,6,0,1,5,1,1,2,1,0,0,1,2,3,0,0
2,1,6,6,6,0.31287,0.16767,0.7233,-1.07533,0.41594,0.52975,1.2247,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1
1,0,6,3,5,-0.34799,0.47617,0.14143,0.43852,-0.00665,0.52975,0.40148,5,0,0,3,5,4,0,0,0,0,0,3,0,3,0,1
0,1,5,6,6,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,6,0,0,3,6,0,0,0,0,0,3,4,3,0,2,1
3,1,5,5,6,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,5,6,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,5,1,6,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,6,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0
1,0,5,5,6,-0.14882,1.58487,-0.01928,0.13136,-0.40581,0.88113,0.07987,6,1,1,2,2,2,0,1,0,0,0,0,2,0,0,1
2,0,5,5,6,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
