Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
5,0,8,1,6,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
3,1,1,5,6,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,6,5,3,-0.34799,1.2861,-1.11902,0.59042,-0.52745,0.52975,0.07987,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,1,6,5,1,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,6,6,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,3,1,1,6,1,1,1,1,2,0,0,1,6,0,0,1
1,0,6,5,6,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,0,4,6,6,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,2,1,0,1,6,1,0,1,0,0,0,1,0,0,0,0
3,0,8,5,4,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,6,5,6,-0.58016,0.80523,0.44585,0.59042,1.30612,-0.71126,0.7654,5,3,2,0,5,2,0,3,0,0,2,0,0,0,2,1
0,1,3,6,6,-1.69163,0.80523,1.06238,-0.91699,-0.40581,-0.71126,0.07987,3,0,0,0,4,0,0,5,0,3,3,3,0,4,3,0
1,0,8,0,6,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654,5,3,0,0,3,0,0,5,0,0,0,4,0,0,0,0
0,0,4,5,6,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,6,3,0,2,6,3,0,4,0,0,4,0,0,0,1,1
0,1,4,6,4,-1.86962,1.93886,2.90161,0.76096,0.25953,1.29221,1.2247,5,6,0,3,6,4,0,3,4,0,6,6,5,3,2,1
0,0,4,3,6,-1.05308,0.80523,1.65653,-1.21213,-2.30408,-0.21712,0.7654,3,0,0,5,6,0,0,0,0,5,0,4,0,4,0,1
0,0,6,5,6,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,6,6,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,5,4,0,3,6,2,2,0,0,0,0,2,0,2,0,1
1,0,6,5,0,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,5,6,0.91093,-0.30033,0.14143,0.28783,-0.89891,0.88113,1.2247,5,4,1,4,5,3,4,2,4,0,3,1,6,2,1,0
0,1,4,6,1,1.02119,-1.09207,-0.45174,-0.15487,-1.25773,0.19268,0.40148,5,0,0,0,5,5,0,3,0,0,4,0,0,0,0,1
