Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,1,5,5,6,-0.46725,0.80523,-0.84732,-1.6209,-1.0145,-1.37983,0.40148,6,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
3,1,7,6,6,-0.46725,-1.09207,-0.45174,-0.30172,0.93949,-0.21712,0.07987,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,0,5,1,6,-0.79151,0.80523,-0.01928,0.94156,3.46436,-0.71126,-0.84637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,5,6,0.41667,-0.94779,-0.84732,1.11406,-0.89891,-0.71126,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,8,5,6,-1.32828,1.74091,0.88309,0.94156,1.81175,-0.21712,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,5,6,0.41667,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.54858,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,5,6,-0.24649,-0.94779,-1.11902,-0.76096,0.41594,-1.37983,-0.21575,6,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0
1,1,6,5,5,-1.05308,1.45421,0.44585,1.2861,0.93949,-0.21712,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,7,5,6,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,5,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
2,1,4,5,6,0.73545,0.47617,-0.84732,1.11406,0.58489,0.52975,-0.21575,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,5,6,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,1,5,6,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,8,1,6,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
3,1,1,5,6,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,7,3,6,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,6,3,3,4,6,3,0,3,0,3,2,2,0,3,0,0
1,0,6,5,6,-0.46725,2.127,0.14143,0.13136,0.7583,1.86203,1.2247,5,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0
1,0,5,1,6,0.22393,-0.57545,-0.84732,0.28783,1.13407,-1.37983,-2.07848,5,1,2,0,2,2,0,2,0,0,0,1,0,2,0,1
1,0,6,5,6,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,5,1,1,3,1,3,0,3,2,2,2,2,0,3,0,1
1,0,7,5,6,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2,0,5,5,6,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,5,6,2.82196,-1.37639,0.7233,-0.45321,0.58489,-0.21712,0.7654,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,5,6,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,1,6,5,3,-0.34799,1.2861,-1.11902,0.59042,-0.52745,0.52975,0.07987,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,0,5,1,6,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,5,1,0,1,5,1,1,1,0,0,0,1,0,1,0,1
4,0,6,5,6,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,5,6,-0.14882,1.11406,0.29338,-0.91699,-1.0145,1.86203,0.40148,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,6,-0.05188,1.2861,0.58331,0.13136,0.41594,0.88113,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,6,5,6,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,6,-0.46725,0.47617,-0.71727,1.45039,1.46191,-0.21712,-0.84637,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,6,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,6,5,6,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,1,6,5,6,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,5,6,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,5,6,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,1,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7,5,6,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,5,5,6,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,8,5,6,-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,6,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,7,5,6,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,5,0,0,0,6,1,0,0,0,0,3,0,0,2,0,1
3,1,6,5,6,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
5,1,5,5,6,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,5,6,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,5,1,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
