Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,1,6,5,6,0.52135,-1.23177,-0.01928,-0.01729,-2.18109,1.86203,0.40148,6,1,1,2,6,1,0,0,0,0,2,1,0,3,0,1
3,1,1,5,6,0.31287,-0.80615,-1.27553,-1.47955,-0.65253,-1.37983,0.07987,6,1,1,1,2,1,0,0,1,0,1,1,1,1,0,1
3,1,6,5,6,-1.55078,1.2861,0.29338,-0.01729,0.7583,-0.21712,-0.84637,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,6,5,6,0.82562,0.00332,1.06238,1.81866,-0.40581,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,5,4,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3,5,6,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,1,5,6,-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,5,6,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,6,1,3,4,1,4,1,2,2,1,1,2,0,2,0,0
3,1,6,5,6,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,4,5,6,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,5,1,-0.67825,0.32197,-0.84732,1.81866,-0.40581,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,8,5,6,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,5,5,6,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,5,1,0,0,2,1,0,1,0,0,0,1,0,1,0,1
4,0,6,5,6,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,6,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,5,0,2,0,3,0,0,2,0,0,3,0,0,0,0,1
3,0,6,5,6,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,6,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,5,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1
1,0,8,5,6,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,6,5,6,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,2,2,2,2,2,2,0,2,0,0,2,2,0,2,1,1
2,0,4,5,6,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,4,2,1,4,2,2,2,2,2,2,0,1,2,1,1,1
1,1,7,3,6,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,1,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,6,5,6,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
0,1,4,5,6,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,6,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,3,1,0,0,6,1,0,2,0,0,3,0,0,1,0,1
3,1,8,5,6,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,1.86203,0.7654,6,6,2,5,6,3,2,3,5,2,4,4,5,3,1,1
1,1,7,5,6,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,4,3,0,0,4,2,0,3,0,4,3,3,3,3,0,1
3,0,1,6,6,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,3,1,1,6,1,1,1,1,2,0,0,1,6,0,0,1
4,0,5,1,6,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,1,0,1,4,5,1,1,0,0,0,6,1,4,1,1,0
2,1,1,5,6,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
1,1,7,5,6,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,4,5,0,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,7,5,6,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
