Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
3,1,8,5,6,-1.32828,1.74091,0.88309,0.94156,1.81175,-0.21712,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,5,6,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,5,6,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,6,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0
2,0,5,5,6,1.02119,-0.57545,-2.21069,0.76096,-1.5184,0.88113,0.07987,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3,0,5,5,6,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,5,5,6,0.22393,1.11406,0.29338,1.45039,-0.00665,0.88113,0.7654,5,1,1,0,1,2,0,1,0,3,0,0,0,0,0,1
0,0,3,5,6,0.52135,-0.15487,-0.71727,-0.60633,0.25953,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,5,6,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,5,6,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,5,6,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,6,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
2,0,4,5,6,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,4,2,1,4,2,2,2,2,2,2,0,1,2,1,1,1
1,1,6,5,6,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,6,5,6,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,6,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1
2,0,1,5,6,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,6,2,2,2,2,2,2,1,2,1,0,0,2,2,1,1
1,0,6,5,6,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,5,2,1,0,2,2,0,2,0,1,0,1,0,0,0,1
2,1,4,5,6,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,4,2,1,6,5,4,4,3,5,3,2,2,6,3,0,1
4,1,6,5,6,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,0.52975,0.40148,5,1,2,0,2,2,0,2,0,1,0,1,0,1,0,0
1,1,6,5,6,-0.46725,-1.7625,-2.8595,-1.47955,-1.13788,-1.37983,0.07987,6,2,5,0,3,4,0,4,0,5,0,1,0,0,0,1
1,1,6,1,6,0.04257,-0.94779,-0.84732,-0.45321,-0.65253,0.19268,1.2247,6,2,2,2,3,3,0,3,3,2,5,0,3,3,3,1
0,1,1,5,6,0.41667,-0.94779,1.06238,0.59042,-1.0145,0.52975,0.7654,5,0,2,0,5,2,0,3,0,2,2,3,0,3,0,1
0,1,4,5,6,-0.67825,0.00332,-0.45174,-0.91699,0.25953,0.52975,1.92173,5,3,4,0,6,3,0,3,0,0,4,3,0,3,2,1
0,1,4,5,1,0.04257,-0.94779,0.44585,-0.60633,-0.89891,0.52975,1.2247,5,0,0,2,5,0,0,4,0,0,6,0,0,0,0,1
2,0,6,6,6,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,6,0,0,0,2,0,0,0,0,0,6,0,3,0,0,0
1,0,7,6,6,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,3,2,0,6,3,2,2,3,3,0,0,2,3,2,0,1
3,1,6,6,6,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,6,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1
2,1,6,5,6,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5,5,6,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,6,6,2.127,0.47617,1.88511,-2.78793,-1.25773,1.86203,1.92173,4,6,0,4,4,4,0,1,3,1,4,1,4,0,2,1
3,1,6,5,6,-0.46725,1.58487,1.43533,1.45039,1.30612,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7,5,6,-0.46725,-0.15487,1.43533,-0.01729,0.93949,1.86203,0.7654,5,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1
2,0,4,6,6,-0.58016,-0.94779,1.43533,0.28783,-0.65253,-0.21712,0.07987,3,6,2,6,4,2,0,3,2,3,2,2,3,2,2,1
2,1,7,5,6,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
