Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
1,0,4,5,6,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,5,5,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,6,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,5,6,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,5,0,1,2,2,1,0,1,0,0,2,0,0,1,0,1
2,0,6,5,1,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,5,6,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.7654,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,7,5,6,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,5,6,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
2,0,5,5,1,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,7,5,6,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,2,2,1,2,1,1,0,1,2,0,0,1,2,1,0,0
1,0,8,5,6,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,6,0,3,0,4,0,0,0,0,0,0,0,0,2,0,0
0,0,6,5,0,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,0,2,0,2,6,0,0,3,0,0,2,0,0,2,2,1
