Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
3,1,1,5,6,0.31287,-0.80615,-1.27553,-1.47955,-0.65253,-1.37983,0.07987,6,1,1,1,2,1,0,0,1,0,1,1,1,1,0,1
4,0,6,5,6,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,6,5,6,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,3,1,0,0,6,1,0,2,0,0,3,0,0,1,0,1
4,0,5,1,6,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,1,0,1,4,5,1,1,0,0,0,6,1,4,1,1,0
2,1,1,5,6,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
1,0,8,5,6,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,6,2,2,0,2,2,1,2,0,2,0,0,0,0,1,1
0,1,6,0,6,0.62967,-2.11437,-2.8595,0.94156,-1.38502,-0.71126,-1.18084,5,6,0,5,5,0,0,2,0,0,0,0,4,0,0,1
0,0,4,3,0,1.02119,-1.23177,1.06238,-1.07533,-1.25773,2.90161,0.40148,3,6,0,6,2,2,0,2,2,2,2,2,0,0,0,1
0,0,4,5,6,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,7,5,6,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
0,0,7,5,6,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,1,6,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,6,2,0,2,3,2,0,2,0,2,0,2,0,2,0,0
3,1,4,6,6,2.46262,-1.50796,-1.82919,0.13136,-1.64101,0.88113,-0.52593,5,3,1,6,1,3,0,1,1,2,0,1,3,2,1,0
0,1,4,3,6,0.82562,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,5,2,0,6,3,3,0,3,0,0,5,0,5,0,0,0
0,1,4,6,4,-1.86962,1.93886,2.90161,0.76096,0.25953,1.29221,1.2247,5,6,0,3,6,4,0,3,4,0,6,6,5,3,2,1
0,1,5,0,6,0.62967,-1.92173,0.29338,0.13136,-0.52745,-0.71126,1.2247,4,4,0,3,5,0,0,3,0,0,4,4,0,3,0,0
0,1,4,6,3,-0.46725,2.127,1.88511,-0.60633,-1.25773,1.86203,1.92173,5,4,0,3,4,2,2,3,2,0,3,3,3,3,2,1
1,1,4,6,6,0.82562,-0.43999,0.58331,-0.76096,-0.52745,0.88113,1.2247,4,0,0,0,6,0,0,4,0,0,0,3,0,4,0,0
2,0,7,5,6,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,6,6,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,2,2,0,2,6,0,0,2,0,0,3,2,2,3,2,1
