Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,1,5,5,6,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,5,6,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,2,1,1,3,2,2,0,0,0,0,0,0,3,0,0,0
2,1,6,5,6,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
3,0,7,5,6,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,6,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,5,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1
0,0,4,5,6,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,6,0,3,0,5,3,0,3,0,0,5,0,0,0,3,1
1,1,7,5,6,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,6,2,2,2,2,2,0,2,0,0,0,2,0,2,0,1
3,0,6,0,6,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,5,1,1,6,6,1,1,1,0,0,0,3,6,1,1,0
3,0,4,5,6,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,2,6,0,0,3,1,0,0,0,0,0,0,0,1,1,1
2,0,6,5,6,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,6,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1
3,0,5,6,6,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,5,1,0,2,6,1,0,0,0,0,2,1,0,2,0,1
1,1,4,5,6,0.04257,2.127,-0.31776,-0.60633,-0.00665,1.29221,0.07987,5,2,3,0,0,4,0,5,0,3,5,2,0,0,1,0
2,1,6,6,6,0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0
1,1,7,5,6,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1,0,7,5,6,-0.05188,-0.43999,-0.45174,1.81866,0.25953,-1.37983,-0.52593,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
0,1,3,6,6,0.22393,-1.7625,0.44585,0.43852,-1.38502,-1.37983,-0.84637,3,0,0,0,4,0,0,3,0,3,5,3,4,3,0,1
1,0,8,5,6,-0.46725,0.00332,-0.17779,0.76096,0.7583,-0.71126,-0.52593,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,6,5,6,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5,5,6,-0.79151,0.47617,-1.11902,0.59042,-0.00665,-0.71126,-0.21575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,6,6,0.13606,0.63779,0.58331,-0.60633,-0.14277,1.86203,0.7654,5,0,0,2,6,2,0,4,0,3,0,3,0,5,0,1
