Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,0,8,5,6,0.73545,-1.6334,-0.45174,-0.30172,1.30612,-0.21712,-0.21575,4,1,1,0,3,0,0,1,0,0,1,0,0,2,0,1
4,0,5,1,6,-0.79151,0.80523,-0.01928,0.94156,3.46436,-0.71126,-0.84637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,6,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,5,6,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,6,5,6,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,1,1,5,6,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,2,1,1,3,2,2,0,0,0,0,0,0,3,0,0,0
2,0,6,5,6,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,5,6,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,5,5,6,-0.67825,0.47617,-0.58331,0.59042,-0.14277,-0.21712,0.40148,5,1,4,1,6,2,0,1,0,1,3,1,0,1,1,1
2,1,6,5,6,1.98437,-1.50796,-0.17779,1.11406,-2.90161,-0.71126,-0.52593,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
3,0,7,5,6,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,6,5,6,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,5,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1
0,0,4,5,6,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,6,0,3,0,5,3,0,3,0,0,5,0,0,0,3,1
2,0,7,3,6,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,6,5,6,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,2,0,2,2,6,0,0,4,0,3,2,0,0,3,0,1
1,1,7,5,6,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,6,2,2,2,2,2,0,2,0,0,0,2,0,2,0,1
3,0,6,0,6,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,5,1,1,6,6,1,1,1,0,0,0,3,6,1,1,0
3,0,4,5,6,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,2,6,0,0,3,1,0,0,0,0,0,0,0,1,1,1
0,1,6,5,6,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,6,0,2,0,3,2,0,0,0,0,2,0,0,0,0,1
2,0,6,5,6,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,6,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1
3,0,5,6,6,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,5,1,0,2,6,1,0,0,0,0,2,1,0,2,0,1
1,0,6,5,6,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,5,2,1,0,2,2,0,2,0,1,0,1,0,0,0,1
