Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
1,0,6,2,6,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,3,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0
1,0,7,5,6,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
1,0,7,5,6,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1
0,0,4,6,6,0.13606,-0.94779,-0.01928,0.43852,0.7583,-0.21712,-0.52593,3,0,0,0,5,0,0,3,3,3,4,3,0,4,0,0
0,0,4,6,6,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,6,0,0,3,6,2,0,4,0,0,3,0,0,0,0,1
0,0,3,5,6,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,5,0,0,0,3,4,0,0,0,0,0,0,0,2,0,1
2,1,6,5,6,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,6,6,0.41667,1.2861,-1.11902,-0.91699,-0.52745,1.86203,0.40148,5,5,0,4,3,3,0,0,0,0,3,0,6,0,2,1
0,0,7,5,6,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,6,2,2,0,6,3,0,4,0,5,3,3,0,0,0,1
0,1,8,5,6,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,6,2,2,4,5,0,0,4,0,3,3,0,0,5,0,1
0,1,5,6,6,1.72012,-1.92173,-0.31776,-0.45321,-2.72827,1.29221,1.2247,5,2,3,3,5,3,5,2,6,2,3,4,2,2,3,1
1,0,8,5,6,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,-0.71126,0.7654,5,2,2,0,5,2,0,2,0,0,0,0,0,2,0,0
1,0,7,5,6,1.02119,0.80523,1.24033,-0.01729,0.25953,-1.37983,0.07987,5,0,1,3,2,2,0,2,0,2,0,0,0,2,0,1
1,0,4,6,2,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575,3,0,0,6,6,3,0,1,0,0,0,1,3,0,0,1
2,0,6,5,6,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,7,5,6,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,5,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
4,1,4,6,6,-0.24649,-1.37639,-0.17779,-1.34289,0.93949,0.52975,-0.84637,2,1,1,1,1,1,0,1,0,0,0,1,6,1,0,0
2,0,6,1,6,0.91093,-0.69509,2.44904,-0.45321,1.46191,0.19268,1.2247,2,0,0,0,6,2,0,0,0,0,0,1,0,4,0,1
1,1,6,6,5,1.13281,-0.15487,1.24033,-2.07848,0.93949,0.52975,-0.52593,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
