Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Cannabis,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,VSA,y
2,0,8,5,6,0.73545,-1.6334,-0.45174,-0.30172,1.30612,-0.21712,-0.21575,4,1,1,0,3,0,0,1,0,0,1,0,0,2,0,1
1,0,6,5,6,-1.05308,0.80523,-1.11902,-0.76096,1.81175,0.19268,0.07987,5,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1
4,1,6,5,6,-2.05048,-1.50796,-1.55521,-1.07533,1.13407,-0.71126,-0.52593,5,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0
2,0,4,5,6,-1.55078,-0.80615,-1.68062,0.28783,0.7583,-0.21712,-2.07848,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
3,1,1,5,6,1.60383,-3.27393,-1.27553,0.28783,-1.0145,-1.37983,-1.54858,6,2,1,5,2,2,0,0,1,0,0,1,0,0,1,1
2,1,6,5,6,-0.24649,-0.57545,-0.17779,-0.01729,-1.5184,-0.21712,-0.21575,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,6,5,6,0.82562,0.00332,1.06238,1.81866,-0.40581,-0.21712,-0.21575,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,5,6,-0.34799,-0.30033,0.14143,-1.92595,-0.27607,0.52975,0.7654,6,2,1,0,2,3,0,3,0,2,2,2,0,0,1,1
3,0,3,1,6,-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,6,5,6,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,3,1,0,0,2,1,0,1,0,0,0,1,0,0,0,1
3,1,7,5,6,-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,6,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
3,1,3,5,6,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,6,1,3,4,1,4,1,2,2,1,1,2,0,2,0,0
3,0,5,1,6,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,5,6,0.22393,0.16767,-0.17779,-0.30172,-0.89891,-0.21712,-0.52593,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,1,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,5,6,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,5,5,6,-1.43907,0.00332,-0.84732,0.59042,-0.27607,-0.71126,-1.54858,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,3,-0.92104,1.2861,-0.01928,-0.01729,0.41594,-0.71126,-1.18084,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,7,5,0,-1.43907,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,5,6,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.7654,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,5,6,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,5,6,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,6,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1
2,0,6,5,6,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,6,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1
3,0,6,5,6,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,5,5,6,-0.46725,0.96248,2.15324,-0.91699,-0.00665,1.86203,1.2247,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
4,1,6,5,6,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,2,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1
4,0,0,5,6,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7,5,6,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,1,8,5,6,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,5,6,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,5,6,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,5,6,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,6,6,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,5,5,6,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,6,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0
0,0,1,5,6,1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4,0,6,5,6,-0.46725,0.80523,1.06238,-0.45321,-0.78155,1.86203,0.40148,5,1,0,0,3,1,0,1,0,0,0,1,0,0,0,1
3,0,1,5,5,0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,5,5,6,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,5,6,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,2,1,1,2,1,2,2,1,2,1,0,1,2,1,0,1
4,0,7,5,6,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7,5,6,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
3,0,5,5,6,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,8,5,6,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,6,5,6,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
0,1,4,5,6,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2,0,5,6,6,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,1,1,0,2,6,1,0,0,0,0,0,0,3,0,0,1
1,0,6,5,6,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,6,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1
1,0,6,5,6,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,5,6,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,1.29221,0.07987,6,2,1,0,2,2,0,2,0,0,2,0,0,2,0,1
1,1,7,5,6,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,4,3,0,0,4,2,0,3,0,4,3,3,3,3,0,1
0,0,6,5,6,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,5,2,2,3,3,0,0,2,0,0,2,3,3,3,0,1
2,1,6,5,6,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,5,4,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,5,2,2,2,6,2,0,3,0,0,2,3,0,3,0,1
1,0,6,5,6,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,2,0,2,2,6,0,0,4,0,3,2,0,0,3,0,1
2,0,1,5,6,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,6,2,2,2,2,2,2,1,2,1,0,0,2,2,1,1
3,0,1,0,6,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1
2,1,8,5,6,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,1,6,5,6,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,5,2,1,2,6,3,3,2,1,0,0,2,2,2,1,1
